sheet_index,prefecture_code,prefecture_name_jp,prefecture_name_en,year,variable,value
4,0,全国,Japan,2005,1.1.4 Kindergartens ,398.9
5,0,全国,Japan,2005,1.1.5 Day nurseries ,334.6
7,0,全国,Japan,2005,1.2.1 Elementary schools area,19.05
8,0,全国,Japan,2005,1.2.2 Junior HS area,9.09
9,0,全国,Japan,2005,1.2.3 Senior HS area,4.46
10,0,全国,Japan,2005,1.3.1 Ratio public senior HS,75.3
11,0,全国,Japan,2005,1.3.2 Ratio public kindergarten,39.8
12,0,全国,Japan,2005,1.3.3 Ratio public day nurse.,51.9
13,0,全国,Japan,2005,2.1.1 ES female teachers ratio,62.7
14,0,全国,Japan,2005,2.1.2 JHS female teachers ratio,41.1
15,0,全国,Japan,2005,3.1.1 ES pupils per teacher,17.27
16,0,全国,Japan,2005,3.1.2 JHS students per teacher,14.58
17,0,全国,Japan,2005,3.1.3 SHS students per teacher,14.34
18,0,全国,Japan,2005,3.1.4 Kindergarten pupils p.t.,15.41
19,0,全国,Japan,2005,3.1.5 Day nursery pupils (p.n.),7.6
20,0,全国,Japan,2005,3.2.1 Ratio of public SHS  ,70.1
21,0,全国,Japan,2005,3.2.2 Public kinderga. ratio,20.1
22,0,全国,Japan,2005,3.2.3 Public day nurse. ratio,47.5
23,0,全国,Japan,2005,3.3.1 ES pupils ,26.1
24,0,全国,Japan,2005,3.3.2 JHS students,30.7
25,0,全国,Japan,2005,4.1.1 Junior colleges ,0.38
26,0,全国,Japan,2005,4.1.2 Colleges and universities,0.57
27,0,全国,Japan,2005,4.2.1 Junior entrance cap. ind.,110.1
28,0,全国,Japan,2005,4.2.2 Uni. entrance cap. ind.,127.7
29,0,全国,Japan,2005,4.3.1 Nat. colle. stud. ratio,18.3
30,0,全国,Japan,2005,4.3.2 Pub. colle. stud. ratio,4.3
31,0,全国,Japan,2005,4.3.3 Priv. colle. stud. ratio,77.4
32,0,全国,Japan,2005,5.1.1 Speciality schools ,2.69
33,0,全国,Japan,2005,5.1.2 Miscellaneous schools,1.43
34,0,全国,Japan,2005,5.2.1 Students Specia. Schools,6.13
35,0,全国,Japan,2005,5.2.2 Students Misc. Schools,1.28
36,0,全国,Japan,2005,6.1.1 Ed. Diff. Rate Kind.,57.7
37,0,全国,Japan,2005,6.1.2 Ed. Diff. Rate Nurs.,38.8
38,0,全国,Japan,2005,6.2.1 Nurse. working rate ,102.8
39,0,全国,Japan,2005,6.3.1 ES absentees ratio,8.2
40,0,全国,Japan,2005,6.3.2 JHS absentees ratio,35.46
41,0,全国,Japan,2005,6.3.3 ES absentees ratio dis.,3.6
42,0,全国,Japan,2005,6.3.4 JHS absentees ratio dis.,5.3
43,0,全国,Japan,2005,6.3.5 ES absentees ratio ref.,3.16
44,0,全国,Japan,2005,6.3.6 JSH absentees ratio ref.,27.46
45,0,全国,Japan,2005,6.4.1 JHS Grads to Further Ed.,96.5
46,0,全国,Japan,2005,6.4.2 SHS Grads to Further Ed.,49.3
47,0,全国,Japan,2005,6.5.1 HS Grads to Uni same pref,NA
48,0,全国,Japan,2005,6.6.1 Ratio Elem-Jr High Grads,NA
49,0,全国,Japan,2005,6.6.2 Ratio SHS Completers,NA
50,0,全国,Japan,2005,6.6.3 Ratio JC Completers,NA
51,0,全国,Japan,2005,6.6.4 College-Uni comple. ratio,NA
52,0,全国,Japan,2005,7.1.1 ES ed exp,894799
53,0,全国,Japan,2005,7.1.2 Junior HS ed exp,1036623
54,0,全国,Japan,2005,7.1.3 HS educ exp,1148772
55,0,全国,Japan,2005,7.1.4 Kindergarten ed exp,698606
1,0,全国,Japan,2006,1.1.1 Elementary schools ,NA
2,0,全国,Japan,2006,1.1.2 Junior high schools ,NA
3,0,全国,Japan,2006,1.1.3 Senior high schools,NA
4,0,全国,Japan,2006,1.1.4 Kindergartens ,NA
5,0,全国,Japan,2006,1.1.5 Day nurseries ,NA
7,0,全国,Japan,2006,1.2.1 Elementary schools area,NA
8,0,全国,Japan,2006,1.2.2 Junior HS area,NA
9,0,全国,Japan,2006,1.2.3 Senior HS area,NA
10,0,全国,Japan,2006,1.3.1 Ratio public senior HS,NA
11,0,全国,Japan,2006,1.3.2 Ratio public kindergarten,NA
12,0,全国,Japan,2006,1.3.3 Ratio public day nurse.,NA
13,0,全国,Japan,2006,2.1.1 ES female teachers ratio,NA
14,0,全国,Japan,2006,2.1.2 JHS female teachers ratio,NA
15,0,全国,Japan,2006,3.1.1 ES pupils per teacher,NA
16,0,全国,Japan,2006,3.1.2 JHS students per teacher,NA
17,0,全国,Japan,2006,3.1.3 SHS students per teacher,NA
18,0,全国,Japan,2006,3.1.4 Kindergarten pupils p.t.,NA
19,0,全国,Japan,2006,3.1.5 Day nursery pupils (p.n.),NA
20,0,全国,Japan,2006,3.2.1 Ratio of public SHS  ,NA
21,0,全国,Japan,2006,3.2.2 Public kinderga. ratio,NA
22,0,全国,Japan,2006,3.2.3 Public day nurse. ratio,NA
23,0,全国,Japan,2006,3.3.1 ES pupils ,NA
24,0,全国,Japan,2006,3.3.2 JHS students,NA
25,0,全国,Japan,2006,4.1.1 Junior colleges ,NA
26,0,全国,Japan,2006,4.1.2 Colleges and universities,NA
27,0,全国,Japan,2006,4.2.1 Junior entrance cap. ind.,NA
28,0,全国,Japan,2006,4.2.2 Uni. entrance cap. ind.,NA
29,0,全国,Japan,2006,4.3.1 Nat. colle. stud. ratio,NA
30,0,全国,Japan,2006,4.3.2 Pub. colle. stud. ratio,NA
31,0,全国,Japan,2006,4.3.3 Priv. colle. stud. ratio,NA
32,0,全国,Japan,2006,5.1.1 Speciality schools ,NA
33,0,全国,Japan,2006,5.1.2 Miscellaneous schools,NA
34,0,全国,Japan,2006,5.2.1 Students Specia. Schools,NA
35,0,全国,Japan,2006,5.2.2 Students Misc. Schools,NA
36,0,全国,Japan,2006,6.1.1 Ed. Diff. Rate Kind.,NA
37,0,全国,Japan,2006,6.1.2 Ed. Diff. Rate Nurs.,NA
38,0,全国,Japan,2006,6.2.1 Nurse. working rate ,NA
39,0,全国,Japan,2006,6.3.1 ES absentees ratio,NA
40,0,全国,Japan,2006,6.3.2 JHS absentees ratio,NA
41,0,全国,Japan,2006,6.3.3 ES absentees ratio dis.,NA
42,0,全国,Japan,2006,6.3.4 JHS absentees ratio dis.,NA
43,0,全国,Japan,2006,6.3.5 ES absentees ratio ref.,NA
44,0,全国,Japan,2006,6.3.6 JSH absentees ratio ref.,NA
45,0,全国,Japan,2006,6.4.1 JHS Grads to Further Ed.,NA
46,0,全国,Japan,2006,6.4.2 SHS Grads to Further Ed.,NA
47,0,全国,Japan,2006,6.5.1 HS Grads to Uni same pref,NA
48,0,全国,Japan,2006,6.6.1 Ratio Elem-Jr High Grads,NA
49,0,全国,Japan,2006,6.6.2 Ratio SHS Completers,NA
50,0,全国,Japan,2006,6.6.3 Ratio JC Completers,NA
51,0,全国,Japan,2006,6.6.4 College-Uni comple. ratio,NA
52,0,全国,Japan,2006,7.1.1 ES ed exp,NA
53,0,全国,Japan,2006,7.1.2 Junior HS ed exp,NA
54,0,全国,Japan,2006,7.1.3 HS educ exp,NA
55,0,全国,Japan,2006,7.1.4 Kindergarten ed exp,NA
1,0,全国,Japan,2007,1.1.1 Elementary schools ,NA
2,0,全国,Japan,2007,1.1.2 Junior high schools ,NA
3,0,全国,Japan,2007,1.1.3 Senior high schools,NA
4,0,全国,Japan,2007,1.1.4 Kindergartens ,NA
5,0,全国,Japan,2007,1.1.5 Day nurseries ,NA
7,0,全国,Japan,2007,1.2.1 Elementary schools area,NA
8,0,全国,Japan,2007,1.2.2 Junior HS area,NA
9,0,全国,Japan,2007,1.2.3 Senior HS area,NA
10,0,全国,Japan,2007,1.3.1 Ratio public senior HS,NA
11,0,全国,Japan,2007,1.3.2 Ratio public kindergarten,NA
12,0,全国,Japan,2007,1.3.3 Ratio public day nurse.,NA
13,0,全国,Japan,2007,2.1.1 ES female teachers ratio,NA
14,0,全国,Japan,2007,2.1.2 JHS female teachers ratio,NA
15,0,全国,Japan,2007,3.1.1 ES pupils per teacher,NA
16,0,全国,Japan,2007,3.1.2 JHS students per teacher,NA
17,0,全国,Japan,2007,3.1.3 SHS students per teacher,NA
18,0,全国,Japan,2007,3.1.4 Kindergarten pupils p.t.,NA
19,0,全国,Japan,2007,3.1.5 Day nursery pupils (p.n.),NA
20,0,全国,Japan,2007,3.2.1 Ratio of public SHS  ,NA
21,0,全国,Japan,2007,3.2.2 Public kinderga. ratio,NA
22,0,全国,Japan,2007,3.2.3 Public day nurse. ratio,NA
23,0,全国,Japan,2007,3.3.1 ES pupils ,NA
24,0,全国,Japan,2007,3.3.2 JHS students,NA
25,0,全国,Japan,2007,4.1.1 Junior colleges ,NA
26,0,全国,Japan,2007,4.1.2 Colleges and universities,NA
27,0,全国,Japan,2007,4.2.1 Junior entrance cap. ind.,NA
28,0,全国,Japan,2007,4.2.2 Uni. entrance cap. ind.,NA
29,0,全国,Japan,2007,4.3.1 Nat. colle. stud. ratio,NA
30,0,全国,Japan,2007,4.3.2 Pub. colle. stud. ratio,NA
31,0,全国,Japan,2007,4.3.3 Priv. colle. stud. ratio,NA
32,0,全国,Japan,2007,5.1.1 Speciality schools ,NA
33,0,全国,Japan,2007,5.1.2 Miscellaneous schools,NA
34,0,全国,Japan,2007,5.2.1 Students Specia. Schools,NA
35,0,全国,Japan,2007,5.2.2 Students Misc. Schools,NA
36,0,全国,Japan,2007,6.1.1 Ed. Diff. Rate Kind.,NA
37,0,全国,Japan,2007,6.1.2 Ed. Diff. Rate Nurs.,NA
38,0,全国,Japan,2007,6.2.1 Nurse. working rate ,NA
39,0,全国,Japan,2007,6.3.1 ES absentees ratio,NA
40,0,全国,Japan,2007,6.3.2 JHS absentees ratio,NA
41,0,全国,Japan,2007,6.3.3 ES absentees ratio dis.,NA
42,0,全国,Japan,2007,6.3.4 JHS absentees ratio dis.,NA
43,0,全国,Japan,2007,6.3.5 ES absentees ratio ref.,NA
44,0,全国,Japan,2007,6.3.6 JSH absentees ratio ref.,NA
45,0,全国,Japan,2007,6.4.1 JHS Grads to Further Ed.,NA
46,0,全国,Japan,2007,6.4.2 SHS Grads to Further Ed.,NA
47,0,全国,Japan,2007,6.5.1 HS Grads to Uni same pref,NA
48,0,全国,Japan,2007,6.6.1 Ratio Elem-Jr High Grads,NA
49,0,全国,Japan,2007,6.6.2 Ratio SHS Completers,NA
50,0,全国,Japan,2007,6.6.3 Ratio JC Completers,NA
51,0,全国,Japan,2007,6.6.4 College-Uni comple. ratio,NA
52,0,全国,Japan,2007,7.1.1 ES ed exp,NA
53,0,全国,Japan,2007,7.1.2 Junior HS ed exp,NA
54,0,全国,Japan,2007,7.1.3 HS educ exp,NA
55,0,全国,Japan,2007,7.1.4 Kindergarten ed exp,NA
1,0,全国,Japan,2008,1.1.1 Elementary schools ,NA
2,0,全国,Japan,2008,1.1.2 Junior high schools ,NA
3,0,全国,Japan,2008,1.1.3 Senior high schools,NA
4,0,全国,Japan,2008,1.1.4 Kindergartens ,NA
5,0,全国,Japan,2008,1.1.5 Day nurseries ,NA
7,0,全国,Japan,2008,1.2.1 Elementary schools area,NA
8,0,全国,Japan,2008,1.2.2 Junior HS area,NA
9,0,全国,Japan,2008,1.2.3 Senior HS area,NA
10,0,全国,Japan,2008,1.3.1 Ratio public senior HS,NA
11,0,全国,Japan,2008,1.3.2 Ratio public kindergarten,NA
12,0,全国,Japan,2008,1.3.3 Ratio public day nurse.,NA
13,0,全国,Japan,2008,2.1.1 ES female teachers ratio,NA
14,0,全国,Japan,2008,2.1.2 JHS female teachers ratio,NA
15,0,全国,Japan,2008,3.1.1 ES pupils per teacher,NA
16,0,全国,Japan,2008,3.1.2 JHS students per teacher,NA
17,0,全国,Japan,2008,3.1.3 SHS students per teacher,NA
18,0,全国,Japan,2008,3.1.4 Kindergarten pupils p.t.,NA
19,0,全国,Japan,2008,3.1.5 Day nursery pupils (p.n.),NA
20,0,全国,Japan,2008,3.2.1 Ratio of public SHS  ,NA
21,0,全国,Japan,2008,3.2.2 Public kinderga. ratio,NA
22,0,全国,Japan,2008,3.2.3 Public day nurse. ratio,NA
23,0,全国,Japan,2008,3.3.1 ES pupils ,NA
24,0,全国,Japan,2008,3.3.2 JHS students,NA
25,0,全国,Japan,2008,4.1.1 Junior colleges ,NA
26,0,全国,Japan,2008,4.1.2 Colleges and universities,NA
27,0,全国,Japan,2008,4.2.1 Junior entrance cap. ind.,NA
28,0,全国,Japan,2008,4.2.2 Uni. entrance cap. ind.,NA
29,0,全国,Japan,2008,4.3.1 Nat. colle. stud. ratio,NA
30,0,全国,Japan,2008,4.3.2 Pub. colle. stud. ratio,NA
31,0,全国,Japan,2008,4.3.3 Priv. colle. stud. ratio,NA
32,0,全国,Japan,2008,5.1.1 Speciality schools ,NA
33,0,全国,Japan,2008,5.1.2 Miscellaneous schools,NA
34,0,全国,Japan,2008,5.2.1 Students Specia. Schools,NA
35,0,全国,Japan,2008,5.2.2 Students Misc. Schools,NA
36,0,全国,Japan,2008,6.1.1 Ed. Diff. Rate Kind.,NA
37,0,全国,Japan,2008,6.1.2 Ed. Diff. Rate Nurs.,NA
38,0,全国,Japan,2008,6.2.1 Nurse. working rate ,NA
39,0,全国,Japan,2008,6.3.1 ES absentees ratio,NA
40,0,全国,Japan,2008,6.3.2 JHS absentees ratio,NA
41,0,全国,Japan,2008,6.3.3 ES absentees ratio dis.,NA
42,0,全国,Japan,2008,6.3.4 JHS absentees ratio dis.,NA
43,0,全国,Japan,2008,6.3.5 ES absentees ratio ref.,NA
44,0,全国,Japan,2008,6.3.6 JSH absentees ratio ref.,NA
45,0,全国,Japan,2008,6.4.1 JHS Grads to Further Ed.,NA
46,0,全国,Japan,2008,6.4.2 SHS Grads to Further Ed.,NA
47,0,全国,Japan,2008,6.5.1 HS Grads to Uni same pref,NA
48,0,全国,Japan,2008,6.6.1 Ratio Elem-Jr High Grads,NA
49,0,全国,Japan,2008,6.6.2 Ratio SHS Completers,NA
50,0,全国,Japan,2008,6.6.3 Ratio JC Completers,NA
51,0,全国,Japan,2008,6.6.4 College-Uni comple. ratio,NA
52,0,全国,Japan,2008,7.1.1 ES ed exp,NA
53,0,全国,Japan,2008,7.1.2 Junior HS ed exp,NA
54,0,全国,Japan,2008,7.1.3 HS educ exp,NA
55,0,全国,Japan,2008,7.1.4 Kindergarten ed exp,NA
1,0,全国,Japan,2009,1.1.1 Elementary schools ,NA
2,0,全国,Japan,2009,1.1.2 Junior high schools ,NA
3,0,全国,Japan,2009,1.1.3 Senior high schools,NA
4,0,全国,Japan,2009,1.1.4 Kindergartens ,NA
5,0,全国,Japan,2009,1.1.5 Day nurseries ,NA
7,0,全国,Japan,2009,1.2.1 Elementary schools area,NA
8,0,全国,Japan,2009,1.2.2 Junior HS area,NA
9,0,全国,Japan,2009,1.2.3 Senior HS area,NA
10,0,全国,Japan,2009,1.3.1 Ratio public senior HS,NA
11,0,全国,Japan,2009,1.3.2 Ratio public kindergarten,NA
12,0,全国,Japan,2009,1.3.3 Ratio public day nurse.,NA
13,0,全国,Japan,2009,2.1.1 ES female teachers ratio,NA
14,0,全国,Japan,2009,2.1.2 JHS female teachers ratio,NA
15,0,全国,Japan,2009,3.1.1 ES pupils per teacher,NA
16,0,全国,Japan,2009,3.1.2 JHS students per teacher,NA
17,0,全国,Japan,2009,3.1.3 SHS students per teacher,NA
18,0,全国,Japan,2009,3.1.4 Kindergarten pupils p.t.,NA
19,0,全国,Japan,2009,3.1.5 Day nursery pupils (p.n.),NA
20,0,全国,Japan,2009,3.2.1 Ratio of public SHS  ,NA
21,0,全国,Japan,2009,3.2.2 Public kinderga. ratio,NA
22,0,全国,Japan,2009,3.2.3 Public day nurse. ratio,NA
23,0,全国,Japan,2009,3.3.1 ES pupils ,NA
24,0,全国,Japan,2009,3.3.2 JHS students,NA
25,0,全国,Japan,2009,4.1.1 Junior colleges ,NA
26,0,全国,Japan,2009,4.1.2 Colleges and universities,NA
27,0,全国,Japan,2009,4.2.1 Junior entrance cap. ind.,NA
28,0,全国,Japan,2009,4.2.2 Uni. entrance cap. ind.,NA
29,0,全国,Japan,2009,4.3.1 Nat. colle. stud. ratio,NA
30,0,全国,Japan,2009,4.3.2 Pub. colle. stud. ratio,NA
31,0,全国,Japan,2009,4.3.3 Priv. colle. stud. ratio,NA
32,0,全国,Japan,2009,5.1.1 Speciality schools ,NA
33,0,全国,Japan,2009,5.1.2 Miscellaneous schools,NA
34,0,全国,Japan,2009,5.2.1 Students Specia. Schools,NA
35,0,全国,Japan,2009,5.2.2 Students Misc. Schools,NA
36,0,全国,Japan,2009,6.1.1 Ed. Diff. Rate Kind.,NA
37,0,全国,Japan,2009,6.1.2 Ed. Diff. Rate Nurs.,NA
38,0,全国,Japan,2009,6.2.1 Nurse. working rate ,NA
39,0,全国,Japan,2009,6.3.1 ES absentees ratio,NA
40,0,全国,Japan,2009,6.3.2 JHS absentees ratio,NA
41,0,全国,Japan,2009,6.3.3 ES absentees ratio dis.,NA
42,0,全国,Japan,2009,6.3.4 JHS absentees ratio dis.,NA
43,0,全国,Japan,2009,6.3.5 ES absentees ratio ref.,NA
44,0,全国,Japan,2009,6.3.6 JSH absentees ratio ref.,NA
45,0,全国,Japan,2009,6.4.1 JHS Grads to Further Ed.,NA
46,0,全国,Japan,2009,6.4.2 SHS Grads to Further Ed.,NA
47,0,全国,Japan,2009,6.5.1 HS Grads to Uni same pref,NA
48,0,全国,Japan,2009,6.6.1 Ratio Elem-Jr High Grads,NA
49,0,全国,Japan,2009,6.6.2 Ratio SHS Completers,NA
50,0,全国,Japan,2009,6.6.3 Ratio JC Completers,NA
51,0,全国,Japan,2009,6.6.4 College-Uni comple. ratio,NA
52,0,全国,Japan,2009,7.1.1 ES ed exp,NA
53,0,全国,Japan,2009,7.1.2 Junior HS ed exp,NA
54,0,全国,Japan,2009,7.1.3 HS educ exp,NA
55,0,全国,Japan,2009,7.1.4 Kindergarten ed exp,NA
1,0,全国,Japan,2010,1.1.1 Elementary schools ,319.8
2,0,全国,Japan,2010,1.1.2 Junior high schools ,303
3,0,全国,Japan,2010,1.1.3 Senior high schools,140.3
4,0,全国,Japan,2010,1.1.4 Kindergartens ,419.9
5,0,全国,Japan,2010,1.1.5 Day nurseries ,341.2
7,0,全国,Japan,2010,1.2.1 Elementary schools area,18.01
8,0,全国,Japan,2010,1.2.2 Junior HS area,8.85
9,0,全国,Japan,2010,1.2.3 Senior HS area,4.19
10,0,全国,Japan,2010,1.3.1 Ratio public senior HS,73.9
11,0,全国,Japan,2010,1.3.2 Ratio public kindergarten,38.1
12,0,全国,Japan,2010,1.3.3 Ratio public day nurse.,45.6
13,0,全国,Japan,2010,2.1.1 ES female teachers ratio,62.8
14,0,全国,Japan,2010,2.1.2 JHS female teachers ratio,41.9
15,0,全国,Japan,2010,3.1.1 ES pupils per teacher,16.66
16,0,全国,Japan,2010,3.1.2 JHS students per teacher,14.18
17,0,全国,Japan,2010,3.1.3 SHS students per teacher,14.1
18,0,全国,Japan,2010,3.1.4 Kindergarten pupils p.t.,14.13
19,0,全国,Japan,2010,3.1.5 Day nursery pupils (p.n.),6.95
20,0,全国,Japan,2010,3.2.1 Ratio of public SHS  ,70
21,0,全国,Japan,2010,3.2.2 Public kinderga. ratio,18.4
22,0,全国,Japan,2010,3.2.3 Public day nurse. ratio,41.3
23,0,全国,Japan,2010,3.3.1 ES pupils ,25.2
24,0,全国,Japan,2010,3.3.2 JHS students,29.4
25,0,全国,Japan,2010,4.1.1 Junior colleges ,0.31
26,0,全国,Japan,2010,4.1.2 Colleges and universities,0.61
27,0,全国,Japan,2010,4.2.1 Junior entrance cap. ind.,112.2
28,0,全国,Japan,2010,4.2.2 Uni. entrance cap. ind.,121.1
29,0,全国,Japan,2010,4.3.1 Nat. colle. stud. ratio,17.6
30,0,全国,Japan,2010,4.3.2 Pub. colle. stud. ratio,4.8
31,0,全国,Japan,2010,4.3.3 Priv. colle. stud. ratio,77.6
32,0,全国,Japan,2010,5.1.1 Speciality schools ,2.59
33,0,全国,Japan,2010,5.1.2 Miscellaneous schools,1.14
34,0,全国,Japan,2010,5.2.1 Students Specia. Schools,4.98
35,0,全国,Japan,2010,5.2.2 Students Misc. Schools,1.02
36,0,全国,Japan,2010,6.1.1 Ed. Diff. Rate Kind.,55.7
37,0,全国,Japan,2010,6.1.2 Ed. Diff. Rate Nurs.,38.1
38,0,全国,Japan,2010,6.2.1 Nurse. working rate ,101.2
39,0,全国,Japan,2010,6.3.1 ES absentees ratio,7.52
40,0,全国,Japan,2010,6.3.2 JHS absentees ratio,35
41,0,全国,Japan,2010,6.3.3 ES absentees ratio dis.,2.8
42,0,全国,Japan,2010,6.3.4 JHS absentees ratio dis.,4.7
43,0,全国,Japan,2010,6.3.5 ES absentees ratio ref.,3.21
44,0,全国,Japan,2010,6.3.6 JSH absentees ratio ref.,27.33
45,0,全国,Japan,2010,6.4.1 JHS Grads to Further Ed.,96.4
46,0,全国,Japan,2010,6.4.2 SHS Grads to Further Ed.,53.8
47,0,全国,Japan,2010,6.5.1 HS Grads to Uni same pref,NA
48,0,全国,Japan,2010,6.6.1 Ratio Elem-Jr High Grads,16.4
49,0,全国,Japan,2010,6.6.2 Ratio SHS Completers,40.4
50,0,全国,Japan,2010,6.6.3 Ratio JC Completers,12.9
51,0,全国,Japan,2010,6.6.4 College-Uni comple. ratio,17.3
52,0,全国,Japan,2010,7.1.1 ES ed exp,908184
53,0,全国,Japan,2010,7.1.2 Junior HS ed exp,1072875
54,0,全国,Japan,2010,7.1.3 HS educ exp,1126700
55,0,全国,Japan,2010,7.1.4 Kindergarten ed exp,797948
1,0,全国,Japan,2011,1.1.1 Elementary schools ,NA
2,0,全国,Japan,2011,1.1.2 Junior high schools ,NA
3,0,全国,Japan,2011,1.1.3 Senior high schools,NA
4,0,全国,Japan,2011,1.1.4 Kindergartens ,NA
5,0,全国,Japan,2011,1.1.5 Day nurseries ,342.3
7,0,全国,Japan,2011,1.2.1 Elementary schools area,NA
8,0,全国,Japan,2011,1.2.2 Junior HS area,NA
9,0,全国,Japan,2011,1.2.3 Senior HS area,NA
10,0,全国,Japan,2011,1.3.1 Ratio public senior HS,NA
11,0,全国,Japan,2011,1.3.2 Ratio public kindergarten,NA
12,0,全国,Japan,2011,1.3.3 Ratio public day nurse.,43.6
13,0,全国,Japan,2011,2.1.1 ES female teachers ratio,NA
14,0,全国,Japan,2011,2.1.2 JHS female teachers ratio,NA
15,0,全国,Japan,2011,3.1.1 ES pupils per teacher,NA
16,0,全国,Japan,2011,3.1.2 JHS students per teacher,NA
17,0,全国,Japan,2011,3.1.3 SHS students per teacher,NA
18,0,全国,Japan,2011,3.1.4 Kindergarten pupils p.t.,NA
19,0,全国,Japan,2011,3.1.5 Day nursery pupils (p.n.),6.89
20,0,全国,Japan,2011,3.2.1 Ratio of public SHS  ,NA
21,0,全国,Japan,2011,3.2.2 Public kinderga. ratio,NA
22,0,全国,Japan,2011,3.2.3 Public day nurse. ratio,39.4
23,0,全国,Japan,2011,3.3.1 ES pupils ,NA
24,0,全国,Japan,2011,3.3.2 JHS students,NA
25,0,全国,Japan,2011,4.1.1 Junior colleges ,NA
26,0,全国,Japan,2011,4.1.2 Colleges and universities,NA
27,0,全国,Japan,2011,4.2.1 Junior entrance cap. ind.,NA
28,0,全国,Japan,2011,4.2.2 Uni. entrance cap. ind.,NA
29,0,全国,Japan,2011,4.3.1 Nat. colle. stud. ratio,NA
30,0,全国,Japan,2011,4.3.2 Pub. colle. stud. ratio,NA
31,0,全国,Japan,2011,4.3.3 Priv. colle. stud. ratio,NA
32,0,全国,Japan,2011,5.1.1 Speciality schools ,NA
33,0,全国,Japan,2011,5.1.2 Miscellaneous schools,NA
34,0,全国,Japan,2011,5.2.1 Students Specia. Schools,NA
35,0,全国,Japan,2011,5.2.2 Students Misc. Schools,NA
36,0,全国,Japan,2011,6.1.1 Ed. Diff. Rate Kind.,55.1
37,0,全国,Japan,2011,6.1.2 Ed. Diff. Rate Nurs.,39.3
38,0,全国,Japan,2011,6.2.1 Nurse. working rate ,101.2
39,0,全国,Japan,2011,6.3.1 ES absentees ratio,7.89
40,0,全国,Japan,2011,6.3.2 JHS absentees ratio,34.15
41,0,全国,Japan,2011,6.3.3 ES absentees ratio dis.,2.8
42,0,全国,Japan,2011,6.3.4 JHS absentees ratio dis.,4.7
43,0,全国,Japan,2011,6.3.5 ES absentees ratio ref.,3.28
44,0,全国,Japan,2011,6.3.6 JSH absentees ratio ref.,26.48
45,0,全国,Japan,2011,6.4.1 JHS Grads to Further Ed.,96.5
46,0,全国,Japan,2011,6.4.2 SHS Grads to Further Ed.,53.5
47,0,全国,Japan,2011,6.5.1 HS Grads to Uni same pref,NA
